日期,中国国债收益率2年,中国国债收益率5年,中国国债收益率10年,中国国债收益率30年,美国国债收益率10年
2024-12-17,1.925,3.828,4.992,6.146,580.779
2024-12-18,1.928,3.847,4.983,6.075,589.85
2024-12-19,1.901,3.86,4.971,6.097,589.079
2024-12-20,1.893,3.845,4.975,6.057,587.054
2024-12-23,1.884,3.823,5.015,5.996,588.414
2024-12-24,1.889,3.795,4.976,6.11,590.483
2024-12-25,1.931,3.826,4.981,6.139,592.08
2024-12-26,1.927,3.879,4.932,6.117,584.919
2024-12-27,1.953,3.858,4.931,6.147,588.958
2024-12-30,1.947,3.83,4.96,6.159,589.356
2024-12-31,1.964,3.822,4.913,6.116,593.839
